subject	Label				
Figure: reali.	0				
giuramento di Amedeo III di Savoia a Susa	1				
Allegorie-simboli: tempo che svela la Verità; gloria militare. Figure: putti. Armi: trofeo di armi.	0				
Soggetti profani: Gerusalemme liberata.	0				
Personaggi: Cerere. Attributi: (Cerere) modellino di citt‡. Figure: putti.	0				
Oggetti: cesto; fontana.	0				
Personaggi: Santa Cecilia; San Tiburzio. Figure: uomo; angelo.	0				
Tre saltatrici	1				
Personaggi: Madonna; Bambino; San Nicola di Bari; Profeta Elia; quattro angeli.	0				
calice	1				
S.Paolo	1				
Figure: donna. Abbigliamento: cappello; ventaglio.	0				
Figure: uomo.	0				
Noè e gli animali entrano nell'arca	1				
Personaggi: Mosè. Figure: popolo ebraico.	0				
oggetti: rete	0				
paesaggio - cielo	1				
paesaggio: cielo	1				
Mare	1				
RITRATTO DI GENTILUOMO	1				
oggetti: remi	0				
figure: bracciante	0				
oggetti: cassette	0				
oggetti: foglio	0				
volto di contadino	1				
San Fruttuoso	1				
elementi architettonici: scalinata	1				
paesaggio: costa	1				
motivi decorativi fitomorfi	1				
Decorazioni: motivi fitomorfi	1				
Salita di Cristo al monte Calvario	1				
Oggetti: calice	0				
Personaggi: Cristo. Figure: defunti; santi; angeli.	0				
Decorazioni: tralci di piante; fiori.	1				
Personaggi: San Francesco. Figure: cherubini. Oggetti: croce; teschio; flagello.	0				
Aquila	1				
Ritratti: Sant'Idelfonso.	1				
Animali: aquila.	1				
personaggi: Cristoforo Colombo	0				
abbigliamento: veste	1				
Cristo lava i piedi degli apostoli	1				
Personaggi: Madonna Immacolata. Figure: Santi. Simboli mariani:	0				
motivi decorativi vegetali con figure alate	0				
Figure femminili:	0				
Sogno di Giacobbe	1				
Cristo guarisce il paralitico di Cafarnao	1				
Personaggi: Madonna; San Giuseppe. Figure.	0				
Madonna in adorazione di Gesù Bambino	1				
Architetture: teatro. Allegorie-simboli: Fama.	1				
SANTA	1				
Susanna al bagno, Susanna e i vecchi	1				
Incontro di Maria Vergine e santa Elisabetta	1				
motivi decorativi a lacunari con festoni e cherubini	1				
Finte architetture con paesaggio	1				
Sant' Antonio abate	1				
VENERE CONSEGNA LE ARMI AD ENEA	1				
cacciagione morta con cesto	1				
SANTO STEFANO	1				
Decapitazione di San Giovanni Battista	1				
Santa Caterina d' Alessandria	1				
San Bonito	1				
Allegoria della Carità	1				
veduta di napoli dal parco grifeo	1				
veduta di Capodimonte	1				
San Matteo evangelista	1				
Dio Padre e angeli	1				
Maria Vergine accoglie sotto il manto santi carmelitani e il beato Simone	0				
santo carmelitano invoca la Madonna durante una battaglia	1				
San Fulgenzio	1				
san Vincenzo de Paoli	1				
cervo	1				
statua di imperatore romano	1				
ritratto di Traiano Boccalini	1				
ritratto di Carlo Alberto Bonasi	1				
santo certosino in adorazione della croce	1				
Madonna con Bambino tra San Bartolomeo e San Bruno	1				
Sant'Anna insegna a leggere a Maria Vergine	1				
PAESAGGIO CON LAVANDAIE	1				
paesaggio con Elia nel deserto nutrito dagli angeli	1				
SAN GIROLAMO PENITENTE	1				
motivi decorativi a grottesche; strumenti musicali	1				
Pace	1				
pastore con animali	1				
San Domenico	1				
CRISTO DERISO	1				
Ritratto di papa Clemente XII	1				
canonizzazione di San Domenico	1				
vocazione di San Matteo Evangelista	1				
Figure: putti. Frutti: melone. Segni zodiacali: Vergine; Sagittario. Decorazioni: volute; foglie di acanto. Paesaggi. Architetture: tempio. Oggetti: medaglione con ritratto di Lotario. Personificazioni: solstizio d'inverno/ figura virile.	0				
Cristo, Testa di Cristo	1				
Cimone e Ifigenia	1				
Ritratto di Tiziano Vecellio	1				
Ritratto di pittore veneto	1				
Allegoria della Vittoria come donna vestita all'antica	1				
"lettera ""D"",1
""ritratto d'uomo, Arabo"	1				
SPOSALIZIO DI MARIA VERGINE	1				
"lettera ""E"",1
lettera V.,1
SAN CRISTOFORO,1
allegoria della Vittoria che regge una fiaccola a fianco di un soldato morente appoggiato alla bandiera,0
fiori di ciliegio,1
SAN LUCA,1
stemma cardinalizio,1
Ritratto di papa Giulio II,1
San Macario di Bisanzio,1
San Giorgio uccide il drago e Santo guerriero,1
allegoria della Vittoria come donna vestita all' antica,1
allegoria della vittoria come donna armata; allegoria della morte del soldato,0
orso seduto,1
figura di soldato con allegoria della Vittoria; figura di soldato: fante,0
figura di soldato con allegoria della Patria,0
Figure maschili veterotestamentarie/ David con la testa di Golia/ Mosè/ Figura femminile veterotestamentaria/ Giuditta con la testa di Oloferne/ Giaele,0
motivi decorativi a volute con festoni di frutta,1
Figura allegorica femminile (Disprezzo del mondo ?),0
Testa di cavallo,1
San Michele Arcangelo pesa le anime,1
angelo reggitorcia,1
Sofocle,1
putto con vaso di fiori,1
allegoria della curiosità umana?,1
allegoria della vita umana?,1
Santo evangelist
"					
